round_id,function_id,n_rows,dimension,weekly_submission_point,best_ensemble_ei,best_mu_model,best_mu_original_approx
week_08,1,17,2,"[0.509360, 0.999931]",0.02310355132714421,-0.1228306869089499,-0.000104482301287209
week_08,2,17,2,"[0.999984, 0.002137]",1.2038922667484794e-05,0.3654490710424633,0.3654490710424633
week_08,3,22,3,"[0.990650, 0.652813, 0.601300]",1.3138660246648366e-10,-0.09458383718298335,-0.09458383718298335
week_08,4,37,4,"[0.287528, 0.404700, 0.296263, 0.360162]",0.05954948247800169,-1.164050239258948,-1.164050239258948
week_08,5,27,4,"[0.839565, 0.995803, 0.955510, 0.999260]",40.32207280926983,3352.704826544969,3352.704826544969
week_08,6,27,5,"[0.107841, 0.386130, 0.078786, 0.999493, 0.010321]",0.00020254897722153767,-0.9984437153952469,-0.9984437153952469
week_08,7,37,6,"[0.012371, 0.420985, 0.003808, 0.108996, 0.054634, 0.770444]",2.2954926656903416e-05,0.6303509804218203,0.6303509804218203
week_08,8,47,8,"[0.011076, 0.167735, 0.049003, 0.926821, 0.915372, 0.768511, 0.006967, 0.364737]",0.0006054511250502144,9.337541470738735,9.337541470738735
