round_id,function_id,n_rows,dimension,weekly_submission_point,best_ensemble_ei,best_mu_model,best_mu_original_approx
week_10,1,19,2,"[0.459339, 0.039741]",0.05704315941301835,-0.07308380424362125,-5.8901127396851475e-05
week_10,2,19,2,"[0.680464, 0.001789]",0.0007009637467287463,0.531377938544973,0.531377938544973
week_10,3,24,3,"[0.090533, 0.313239, 0.000293]",2.5444117634824646e-06,-0.12367390551106208,-0.12367390551106208
week_10,4,39,4,"[0.053148, 0.416839, 0.369040, 0.395580]",0.06057825751932255,-6.1138851041058295,-6.1138851041058295
week_10,5,29,4,"[0.977337, 0.992807, 0.992488, 0.927819]",93.19194361811574,6072.983638327578,6072.983638327578
week_10,6,29,5,"[0.341924, 0.348213, 0.568290, 0.996172, 0.216658]",0.002797323551439152,-0.5200694514622125,-0.5200694514622125
week_10,7,39,6,"[0.016847, 0.486971, 0.309844, 0.277657, 0.324724, 0.774545]",0.001820522379074417,1.1986874338234763,1.1986874338234763
week_10,8,49,8,"[0.284433, 0.060806, 0.129863, 0.013606, 0.924876, 0.952381, 0.114883, 0.891442]",0.005973242323737253,9.713359969097825,9.713359969097825
