x1,x2,x3,x4,ensemble_ei,ensemble_mu_mean_model,ensemble_sigma_mean_model,ensemble_mu_std_model,ensemble_mu_mean_original_approx
0.08930880669504404,0.9949402837082744,0.997317111119628,0.9712188728153706,45.365848557659874,2846.5198482705428,98.80178722661178,550.9069336204267,2846.5198482705428
0.024442875757813454,0.9638157486915588,0.9914688859134912,0.9871344473212957,41.99565708458028,2846.915752031655,102.60173875893268,551.5223093184749,2846.915752031655
0.5568616222590208,0.983059230260551,0.9954550080001354,0.993830575607717,40.68747462368423,2488.557942378163,187.01844412359648,782.1412826976779,2488.557942378163
0.5834216428920627,0.9895214913412929,0.9998404011130333,0.9615679029375315,37.63590258590973,2458.743147037798,183.26897859585515,796.1398185187,2458.743147037798
0.28713923413306475,0.9966039331629872,0.9860478648915887,0.9951532753184438,35.905071794704206,2637.086938276246,167.9469277484654,634.2529769696181,2637.086938276246
0.34809724800288677,0.9654792826622725,0.9958101036027074,0.9798473408445716,32.285607867792415,2642.694190991598,143.29523227997845,685.2559327150185,2642.694190991598
0.7551028812304139,0.9461066406220198,0.9977325266227126,0.9848196841776371,27.948044302191327,2372.811597354596,210.18773080635086,893.5417187884395,2372.811597354596
0.8196333888918161,0.9774896176531911,0.991877387277782,0.9688758607953787,26.72750649161463,2304.9140078050914,236.24738259406575,908.5627983548783,2304.9140078050914
0.3216029182076454,0.9759815754368901,0.989472140558064,0.962900348007679,23.62916605516063,2613.8421145902735,146.73580148129315,661.0751787339692,2613.8421145902735
0.7107341978698969,0.9676122339442372,0.9987627193331718,0.9373022187501192,22.868777890116718,2333.2503927654166,196.41394471148786,873.0864470695292,2333.2503927654166
0.05092742666602135,0.9699236629530787,0.993950204923749,0.9409667560830712,22.010078074749536,2791.1248390587903,93.17042837658549,546.078701723999,2791.1248390587903
0.6688334550708532,0.9871791806071997,0.9779517641291022,0.9875119058415294,22.009917872497667,2324.73526368359,212.1205579287442,816.5890457048712,2324.73526368359
0.38428021408617496,0.9812781810760498,0.9983770484104753,0.9191876370459795,21.881513201143743,2495.513263015324,150.72711161687366,722.6524848729847,2495.513263015324
0.20083819422870874,0.9752566423267126,0.9838412301614881,0.976683996617794,21.828302462070134,2711.179985466868,130.42389848441687,553.1686396204906,2711.179985466868
0.8944204309955239,0.9576726062223315,0.983982939273119,0.9950426891446114,21.774643575792133,2254.4514584348,264.2893319638903,919.8943208144339,2254.4514584348
0.8539281748235226,0.9562460016459227,0.9932985184714198,0.9545876244083047,20.999941033114673,2279.0870371934707,237.31646097780305,921.9498918040582,2279.0870371934707
0.9773365678265691,0.9928074479103088,0.9924876866862178,0.9278185004368424,20.798154200629327,2157.856449716008,278.60149724445387,939.8583200786184,2157.856449716008
0.06985946092754602,0.9780938820913434,0.9615448582917452,0.9976585637778044,20.06922129850293,2658.230191247577,165.61279700404054,516.4351524691205,2658.230191247577
0.03234712406992912,0.9827137375250459,0.9998952057212591,0.6998028559610248,19.54815226277383,2202.4783572931365,148.06536818214275,864.0368400990413,2202.4783572931365
0.27126380149275064,0.9908110313117504,0.997824071906507,0.8229511780664325,19.349426875450227,2329.5389912277415,138.8188569375485,800.8831537876266,2329.5389912277415
0.7771971626207232,0.9931777380406857,0.9993402371183038,0.8599310563877225,18.785204146188754,2114.098675193307,218.89280417245817,938.2161508068135,2114.098675193307
0.646236383356154,0.9989875834435225,0.9889852292835712,0.9214793890714645,18.690151730013298,2277.363897450826,188.30278428342675,822.1974333983264,2277.363897450826
0.7891556760296226,0.9873695792630315,0.9874270549044013,0.938640701584518,18.537394461483736,2239.791344101007,225.30079970930237,887.2692148350286,2239.791344101007
0.4754231860861182,0.9914178103208542,0.9949652375653386,0.8869190132245421,17.968573284560723,2330.9467462546572,156.50593993659638,788.6487300010685,2330.9467462546572
0.617483732290566,0.9516761302947998,0.9857011139392853,0.9784959079697728,17.779626737603657,2406.288451133351,176.58824319780513,801.8059372125468,2406.288451133351
0.1591685153543949,0.9973588939756155,0.9804485449567437,0.9463658453896642,17.772852836814206,2665.744867426354,143.56218268777158,530.7467877323396,2665.744867426354
0.16443152632564306,0.9955470850691199,0.9944956190884113,0.7851599827408791,17.610156773170914,2311.80293464007,120.89765649816272,794.0282771649961,2311.80293464007
0.954676540568471,0.9888115599751472,0.9742205962538719,0.9792178366333246,17.58717668846803,2164.7029492859942,291.1869953647931,907.7661419100461,2164.7029492859942
0.07645439449697733,0.9899236196652055,0.9955220241099596,0.7320057135075331,17.253381359804454,2250.3725493448796,117.26747103974478,838.240637241095,2250.3725493448796
0.3284304216504097,0.9991559078916907,0.9987033102661371,0.49751106835901737,17.230125247580734,1734.7284250273378,287.451801942932,1032.4575051875365,1734.7284250273378
0.691128614358604,0.9777720328420401,0.9823094708845019,0.9553133752197027,17.016080853113724,2306.035738317976,200.49841205226832,841.4188369995064,2306.035738317976
0.8824443742632866,0.9719259589910507,0.9968265062198043,0.8975752107799053,16.344847619959964,2151.838072765213,236.90910519009591,943.7779899990579,2151.838072765213
0.039904240518808365,0.9867686377838254,0.964910751208663,0.9653999460861087,16.256525880527672,2655.6513229608177,156.95541084339814,509.7620270809612,2655.6513229608177
0.48820732440799475,0.9924662504345179,0.9970196569338441,0.6280581327155232,16.019889187505278,1842.0362069654866,247.3220772564873,971.7113485645526,1842.0362069654866
0.25097618345171213,0.994049122557044,0.9960289848968387,0.5680175134912133,15.898314385685687,1859.207907385146,241.235232480552,978.3124064288305,1859.207907385146
0.4682961255311966,0.9952382370829582,0.9756338354200125,0.9537139870226383,15.826244154335917,2395.7224825398844,186.1155487737273,712.0131183185424,2395.7224825398844
0.26088737975806,0.9445975255221128,0.9992485577240586,0.9475970361381769,15.792198925303857,2680.763072421857,106.9615448782146,633.2130921121864,2680.763072421857
0.03017415851354599,0.9876869171857834,0.9982040105387568,0.33327888417989016,15.743985626163504,1678.2843805796772,338.8808675982967,1088.0704649248535,1678.2843805796772
0.675074708648026,0.9957090513780713,0.9989052843302488,0.5168127529323101,15.720662778589688,1633.722131120251,310.5707380830381,1036.600780962057,1633.722131120251
0.19453873671591282,0.9693097313866019,0.9988542795181274,0.7549248309805989,15.702122590009182,2249.797189504319,137.35400333725696,842.1986707584915,2249.797189504319
0.1849116077646613,0.9883407400920987,0.9965500384569168,0.5420729834586382,15.458451473092737,1862.1754794393266,246.05347326523076,989.6464156888521,1862.1754794393266
0.5378535892814398,0.9979544477537274,0.9673120304942131,0.9752950565889478,15.255880348455328,2326.994928473478,205.77551848742408,724.8138362830346,2326.994928473478
0.6964515224099159,0.9834214141592383,0.9963577371090651,0.8116815267130733,15.17564713009267,2047.3412828784303,201.62561944166663,949.0303786065607,2047.3412828784303
0.5225532427430153,0.9583977907896042,0.9900704212486744,0.94623252004385,15.09187524560042,2439.9094061397386,159.42695203408385,764.7983218961065,2439.9094061397386
0.12260415870696306,0.9997410550713539,0.9913072548806667,0.5899968817830086,14.979223142527651,1948.4977595310786,219.79751581332377,939.7942131660718,1948.4977595310786
0.5628268821164966,0.9943626904860139,0.9941281639039516,0.7106345444917679,14.965991150249465,1926.0983836356684,218.35083040662357,943.3979124137804,1926.0983836356684
0.15198234748095274,0.9857259821146727,0.9904100988060236,0.8962182085961103,14.858521874213354,2598.079871426894,112.47323111462585,605.1658037866848,2598.079871426894
0.4227163838222623,0.9697177484631538,0.9721762109547853,0.985907063819468,14.746481047409782,2455.5994131117336,182.9026219250229,686.942145726787,2455.5994131117336
0.12757522892206907,0.9776884578168392,0.9977804915979505,0.424603458493948,14.74098496963574,1754.198112624314,292.60010675911826,1069.0796407473294,1754.198112624314
0.9979977877810597,0.9920565728098154,0.9984288727864623,0.6806787429377437,14.723150566700674,1742.8844443952612,322.44376931264054,1020.6416587989579,1742.8844443952612
0.45808666478842497,0.9972102055326104,0.9908874807879329,0.8101148018613458,14.700861011031154,2143.1794326223944,173.508883858415,864.5744467850122,2143.1794326223944
0.24297825805842876,0.9977800156921148,0.9991383301094174,0.15315655153244734,14.682827850920237,1499.1767122003087,386.0613551567994,1119.1592539085502,1499.1767122003087
0.35904866084456444,0.9707413967698812,0.9993958910927176,0.5983185060322285,14.636083849512966,1869.1503935743938,245.2258704452248,990.7728280083331,1869.1503935743938
0.36970413848757744,0.9818921349942684,0.9934508902952075,0.8551952820271254,14.60980221422162,2324.868797037749,151.94136042184445,790.0127981866008,2324.868797037749
0.9967933632433414,0.9524313760921359,0.979582279920578,0.9647503169253469,14.435325074789345,2171.923194715195,285.3867870683665,932.9947844866764,2171.923194715195
