x1,x2,ensemble_ei,ensemble_mu_mean_model,ensemble_sigma_mean_model,ensemble_mu_std_model,ensemble_mu_mean_original_approx
0.19563667103648186,0.809025228023529,0.06037649327369219,-0.08263932583886581,0.3441639163767792,0.12307707049039197,-6.833861831644744e-05
0.20004632882773876,0.8093749722465873,0.06037593362384537,-0.08240639222720922,0.3440690267961219,0.1224674334731206,-6.814555734540161e-05
0.1987362988293171,0.810044389218092,0.06037507640634523,-0.08223611437640947,0.34411312305553216,0.12128158299990892,-6.80044293135418e-05
0.19602055381983519,0.8084705397486687,0.06037394926853148,-0.08279714920356668,0.3441288034224657,0.1240698150182959,-6.84694282177082e-05
0.19441283121705055,0.8096042843535542,0.060369946415045554,-0.08248297521514399,0.34417886555544447,0.12204526997314695,-6.820903075638549e-05
0.19942318741232157,0.8079925393685699,0.06036596296209244,-0.08283903040720048,0.34400304125450876,0.12493954581964452,-6.850414121024611e-05
0.2022001203149557,0.8103086976334453,0.06035770314805646,-0.08202470886062052,0.34396112850510446,0.120824043077723,-6.782921699364926e-05
0.2009275872260332,0.810761759057641,0.060357073348183785,-0.08192283026269863,0.3439998353935721,0.12002960541143226,-6.774478137008222e-05
0.19865753035992384,0.8074451871216297,0.06035543666329083,-0.08301609379348744,0.3439596669441667,0.1259283947643932,-6.865090049880526e-05
0.19648738205432892,0.8110561715438962,0.06035498435921664,-0.08195662229194581,0.3441022235233207,0.11950664235153441,-6.777278767538266e-05
0.192143764346838,0.8086156407371163,0.06035213418453096,-0.08282096520273839,0.34412554540607715,0.12379701144762602,-6.848916795565176e-05
0.19528696220368147,0.8072749422863126,0.060348340066370305,-0.08315089588177056,0.3439999835820866,0.12622752470624865,-6.876263288151139e-05
0.2035540910437703,0.8104721419513226,0.060344835321883054,-0.08191179187359944,0.34387544726798686,0.1205390472655683,-6.773563294261126e-05
0.1915748668834567,0.8082697773352265,0.060342974378396814,-0.08292901518384427,0.34408868216384697,0.12441560154383435,-6.857872497657403e-05
0.19101004861295223,0.8102615047246218,0.06033266328877198,-0.08231237445007113,0.34411174950819823,0.12087647414582894,-6.806763420191296e-05
0.20157831348478794,0.8117258306592703,0.0603275594748169,-0.08156062131804205,0.34387612452645905,0.11835928176115004,-6.744459311402762e-05
0.19814492017030716,0.812045463360846,0.0603248317911404,-0.08155955063584443,0.3439531672095967,0.11780314074330125,-6.744370577684701e-05
0.19301727414131165,0.8114667423069477,0.060323805036116965,-0.08187575870910421,0.3440558047789426,0.11878465235931213,-6.770576933163127e-05
0.20300641749054193,0.8070650054141879,0.06031992313235504,-0.0829524793486717,0.343693112544912,0.12663019513390622,-6.859817331065064e-05
0.20581819955259562,0.8106295512989163,0.060318575097093347,-0.08174818904823475,0.34370707863226707,0.12026418434852475,-6.76000426953719e-05
0.20668420661240816,0.8094528019428253,0.06031757134899193,-0.0820815774853318,0.34365292679355525,0.12233581757365579,-6.787634925767246e-05
0.20419114921242,0.8116186643019319,0.06031192611025921,-0.08148681550405225,0.3437406110085404,0.11854622919244256,-6.73834260849345e-05
0.2037243489176035,0.8068953640758991,0.06030705889088981,-0.08296386063727733,0.3436153344190974,0.1269411445173614,-6.860760673493014e-05
0.20633077807724476,0.8079208955168724,0.060305861460839126,-0.08255362103590526,0.34357239709854726,0.12507853217793705,-6.826758368702462e-05
0.20051026809960604,0.8062400091439486,0.06030482166807698,-0.08326619347124532,0.3436640081872021,0.12813816938159775,-6.885819970982113e-05
0.19087703619152308,0.8067459855228662,0.06029890940719406,-0.08335611368679827,0.34386826692903805,0.1271782127523877,-6.893273260408895e-05
0.20799423661082983,0.8098821369931102,0.06029670901350365,-0.08187041971333663,0.3435378667711759,0.12157499763442013,-6.770134447954335e-05
0.19713824149221182,0.8058287771418691,0.060293834275143406,-0.08347560373474464,0.34368138571831663,0.12888821504822714,-6.903177614634696e-05
0.1877951454371214,0.8092972617596388,0.0602933161354598,-0.08263303834970229,0.3439902694387581,0.12256824271373955,-6.833340704579457e-05
0.19379877299070358,0.8124865517020226,0.060289685478635065,-0.08148929084736149,0.34391005663640606,0.11703638620560951,-6.738547753520419e-05
0.2070964351296425,0.807613636367023,0.06028716724346883,-0.08259533422221171,0.3434635640733057,0.12563464010483877,-6.830215672445015e-05
0.19266969617456198,0.8060285560786724,0.060286550089192634,-0.08351841089634754,0.3437538836650269,0.1285037131689993,-6.906725861234957e-05
0.18863810785114765,0.8108404530212283,0.060286327939462404,-0.08212519230507126,0.3439805438945658,0.11985723749301526,-6.791249702223851e-05
0.18811119440943003,0.8077040370553732,0.060285724433312995,-0.08310705950198677,0.3439031686275987,0.12542528308296308,-6.872629841746245e-05
0.1904264185577631,0.8117740070447326,0.06028441060667921,-0.0817887448224881,0.3439513393727096,0.11824650906359407,-6.763365421661326e-05
