x1,x2,x3,x4,x5,x6,ensemble_ei,ensemble_mu_mean_model,ensemble_sigma_mean_model,ensemble_mu_std_model,ensemble_mu_mean_original_approx
0.06613441091030836,0.29728586226701736,0.35646619740873575,0.13747137505561113,0.39694418385624886,0.7386693023145199,0.011885529711981932,1.2213315928810593,0.09526260175609667,0.2505625871359072,1.2213315928810593
0.032759133726358414,0.6222599791362882,0.2723930263891816,0.1473479000851512,0.3910521203652024,0.7741859657689929,0.012172317193053785,1.2184915615484007,0.09607739395982322,0.26455807511520135,1.2184915615484007
4.3973326683044434e-05,0.5527480635792017,0.4472459824755788,0.24953721556812525,0.42688080947846174,0.7429563393816352,0.008044458838516816,1.2137149585387732,0.08712811360512425,0.23336439896910594,1.2137149585387732
0.13325759582221508,0.43010926339775324,0.2682330096140504,0.10730633325874805,0.37367223110049963,0.7527941539883614,0.009123687637813764,1.2009085052128186,0.11063683051545592,0.22953615233006452,1.2009085052128186
0.0959192281588912,0.3704589968547225,0.4238951625302434,0.2242497643455863,0.4250154625624418,0.7699280753731728,0.003925057451843499,1.1980234275977184,0.08708506596178965,0.2271726525797202,1.1980234275977184
0.084370918571949,0.49549325834959745,0.9779012491926551,0.16690004896372557,0.3582620806992054,0.74879399407655,0.007666904772336317,1.1913308624566727,0.11409996200636399,0.17704701277657095,1.1913308624566727
0.05111107137054205,0.6779502835124731,0.8932713707908988,0.1726104812696576,0.35233783069998026,0.7679532635957003,0.00848040327749231,1.1716969423134387,0.12387079279666803,0.19320350904713807,1.1716969423134387
0.024813666008412838,0.4183196546509862,0.7242602920159698,0.2559335306286812,0.43449653685092926,0.7300664000213146,0.006721110474279964,1.170899995801702,0.10162477692522456,0.2447376047404639,1.170899995801702
0.04140202235430479,0.8109206976369023,0.7945551266893744,0.11825515888631344,0.36485347989946604,0.760936701670289,0.010961007424647656,1.1686868047898569,0.13374185150685242,0.22152053506202132,1.1686868047898569
0.12851898465305567,0.2453568959608674,0.7908717086538672,0.12702955957502127,0.40167331602424383,0.7667644256725907,0.008329054536326765,1.1669032786748763,0.1261787833801128,0.19841005598063963,1.1669032786748763
0.0622277706861496,0.9896578770130873,0.41578798834234476,0.09297731518745422,0.3879124904051423,0.7515434948727489,0.01382637838278194,1.1509601142443453,0.14975194165099187,0.2724197931011093,1.1509601142443453
0.15396601427346468,0.36270024068653584,0.8974004527553916,0.07398660853505135,0.38088665809482336,0.7582782963290811,0.007977113595679793,1.1419792754805085,0.13784673747219986,0.18252960601917617,1.1419792754805085
0.0913524990901351,0.17988138180226088,0.4552577817812562,0.06745302490890026,0.3859236277639866,0.7316477783024311,0.011848393912183406,1.1373628029662315,0.1391130625738023,0.27089371651103633,1.1373628029662315
0.02155345305800438,0.077432113699615,0.1684164460748434,0.15381494164466858,0.38921916764229536,0.7147094085812569,0.012894467098942939,1.1337409742267972,0.1212559813385554,0.3414472159149784,1.1337409742267972
0.04065417870879173,0.3868449395522475,0.1995080430060625,0.05976282153278589,0.4283129060640931,0.7836985178291798,0.015111157872047514,1.1294668811082322,0.15673321672890234,0.28250156265551823,1.1294668811082322
0.049041129648685455,0.3851376073434949,0.7568450774997473,0.17593449633568525,0.46214214339852333,0.7247702972963452,0.007845577452950087,1.1279614688741109,0.13053076028092883,0.2591919508898043,1.1279614688741109
0.12113799434155226,0.23730846866965294,0.26292401272803545,0.04342113062739372,0.4202894251793623,0.7629114985466003,0.012494143668715908,1.1253052581810956,0.1590827243315076,0.25712605365624874,1.1253052581810956
0.12046768516302109,0.7197339534759521,0.6545990472659469,0.2775436248630285,0.432601329870522,0.7570459200069308,0.0034876726269265014,1.124972161277681,0.11311864783795617,0.21655271622882075,1.124972161277681
0.12481660023331642,0.5637210514396429,0.7313842475414276,0.1018791301175952,0.3568567018955946,0.7856885921210051,0.0077929285904959865,1.1206021857007473,0.14018127053787963,0.23149995113165486,1.1206021857007473
0.138752200640738,0.6291181165724993,0.3819444626569748,0.10257469490170479,0.45246546156704426,0.7407989641651511,0.008940987481567755,1.1204171641368132,0.14027903252657065,0.24847460884206835,1.1204171641368132
0.021325807087123394,0.7471111947670579,0.8258106959983706,0.21254057344049215,0.3257025210186839,0.7367550190538168,0.00858307827738991,1.1155963270337024,0.14729887024801477,0.21767583961135506,1.1155963270337024
0.04298749193549156,0.002170158550143242,0.9298401530832052,0.12304306030273438,0.4418213851749897,0.7494908245280385,0.011840844535372598,1.115319430075105,0.1666991610423764,0.23300760940436954,1.115319430075105
0.078143953345716,0.6945631429553032,0.871983265504241,0.1699799569323659,0.46794397477060556,0.7602982837706804,0.0070042396319789455,1.1151063545359785,0.14315561318452658,0.20862361779343974,1.1151063545359785
0.05557578336447477,0.4759896118193865,0.5573142496868968,0.3588543180376291,0.40003729797899723,0.7613343223929405,0.003778519365310841,1.113860547450921,0.12639400257417585,0.20678131773717198,1.113860547450921
0.07064216956496239,0.11253336071968079,0.834429039619863,0.0968664363026619,0.36283624544739723,0.7261483790352941,0.01040485176585393,1.1138526656428152,0.15067377391976838,0.2564429360578104,1.1138526656428152
0.15807374007999897,0.5022433213889599,0.022562554106116295,0.1712243277579546,0.37214839924126863,0.7115027634426951,0.006235386550750285,1.113006378468244,0.11402954172776976,0.32261385066419784,1.113006378468244
0.04414823651313782,0.2933385828509927,0.18644378054887056,0.3216135911643505,0.3447557780891657,0.7512106010690331,0.006108162401671866,1.1126221911140142,0.139477082645863,0.2112559755773273,1.1126221911140142
0.07638467382639647,0.827525737695396,0.9411747362464666,0.10141023807227612,0.4399249190464616,0.7693902347236872,0.010899733028660935,1.1100334563383716,0.16532151755490354,0.22511942182033579,1.1100334563383716
0.13757562823593616,0.27361857052892447,0.3437934648245573,0.27492839004844427,0.4152371697127819,0.7825965853407979,0.0032718495000262694,1.1090359511639398,0.11924270753221902,0.2412946114418084,1.1090359511639398
0.11708569154143333,0.42218296602368355,0.8030170602723956,0.190930032171309,0.3238049875944853,0.7800842085853219,0.004380214116357372,1.1084909508741951,0.13863975998116287,0.17954345731161783,1.1084909508741951
0.14601099211722612,0.627407506108284,0.5745458640158176,0.21882266364991665,0.40722456481307745,0.7990720700472593,0.004313384806055884,1.1056572969007146,0.11349466784001595,0.29721241989206293,1.1056572969007146
0.10358437802642584,0.635044907219708,0.10225090943276882,0.07660513836890459,0.39629792980849743,0.7950971042737365,0.013908442386949138,1.1040153579197034,0.15309624346091652,0.31887912273544333,1.1040153579197034
0.14077070076018572,0.7621419066563249,0.30489376187324524,0.15709870215505362,0.45509341545403004,0.7341486578807235,0.00665844552370192,1.1017620603673393,0.1294798658383399,0.281127696312922,1.1017620603673393
0.005547776818275452,0.9297882048413157,0.6851541334763169,0.18681275844573975,0.4451723974198103,0.7863266970962286,0.010591484257168025,1.1012357069587213,0.160016439961369,0.2744154835173919,1.1012357069587213
0.0037229424342513084,0.1291636824607849,0.5392411351203918,0.18323983810842037,0.3654010323807597,0.704569504596293,0.010732645285993991,1.1006328473948408,0.12867913300834455,0.3410290243384984,1.1006328473948408
0.14675740338861942,0.04708849824965,0.41944047156721354,0.16036453936249018,0.347614168189466,0.7769043743610382,0.006210269259174312,1.0994502184553685,0.14644575280580274,0.24205477090669894,1.0994502184553685
0.11340800952166319,0.7520153801888227,0.21056400798261166,0.13247203640639782,0.3833924364298582,0.8041888168081641,0.010513656420507802,1.0973502630004928,0.1396364532784858,0.3443933539532675,1.0973502630004928
0.04584228154271841,0.9044193280860782,0.8430140540003777,0.2631245357915759,0.4082494769245386,0.789606018923223,0.007038715231548694,1.0967115618256036,0.1468233564256564,0.2535628969281704,1.0967115618256036
0.3069290891289711,0.4293661219999194,0.4480752581730485,0.14035178907215595,0.4095916235819459,0.7616763385012746,0.006024190095747181,1.0949958835637046,0.11821681456415414,0.23910159029652753,1.0949958835637046
0.27714356407523155,0.49668094888329506,0.27124343533068895,0.22545075416564941,0.3809974966570735,0.730443456210196,0.0022423695181601946,1.0916527136768812,0.09486159343961027,0.2532431092343557,1.0916527136768812
0.21689794026315212,0.6143172234296799,0.7988873226568103,0.05517866462469101,0.4114973768591881,0.7547232080250978,0.007430543495871553,1.0912412485689567,0.15023212597467742,0.20410008495438153,1.0912412485689567
0.04231478925794363,0.5158459115773439,0.04234602674841881,0.325919920578599,0.4540686225518584,0.7397046443074942,0.004770214627246314,1.0905416223373727,0.12781796451137878,0.2621346862937361,1.0905416223373727
0.08362248446792364,0.8214206555858254,0.008342685177922249,0.23316309973597527,0.4197685606777668,0.7103919191285968,0.004923162014066381,1.0890832201513947,0.11112878917163957,0.36590272869080404,1.0890832201513947
0.07717161532491446,0.5949516259133816,0.19238408375531435,0.33148966915905476,0.3506501680240035,0.7320436146110296,0.004836421671237308,1.0875714211801033,0.13016747974950238,0.24092408176017752,1.0875714211801033
