round_id,function_id,n_rows,dimension,weekly_submission_point,best_ensemble_ei,best_mu_model,best_mu_original_approx
week_07,1,16,2,"[0.260866, 0.315183]",0.023282240268412538,-0.09074585979555368,-7.931980277420032e-05
week_07,2,16,2,"[0.719152, 0.930535]",2.216450515064606e-05,0.49815977079578105,0.49815977079578105
week_07,3,21,3,"[0.899910, 0.005398, 0.668847]",3.31779823768999e-10,-0.13837793270300605,-0.13837793270300605
week_07,4,36,4,"[0.397196, 0.394865, 0.425863, 0.473268]",0.0801752311864071,-0.6154407740625907,-0.6154407740625907
week_07,5,26,4,"[0.287139, 0.996604, 0.986048, 0.995153]",32.57118376573764,3279.4025523755577,3279.4025523755577
week_07,6,26,5,"[0.515853, 0.966060, 0.994057, 0.948277, 0.096254]",0.00030947035122290715,-0.8629200869526715,-0.8629200869526715
week_07,7,36,6,"[0.010220, 0.268734, 0.062752, 0.180606, 0.430454, 0.968733]",1.9470168921683785e-05,0.8979562995955271,0.8979562995955271
week_07,8,46,8,"[0.006096, 0.013779, 0.362062, 0.014233, 0.812165, 0.796560, 0.003126, 0.519931]",0.0008458394324121882,9.746689057231718,9.746689057231718
