round_id,function_id,n_rows,dimension,weekly_submission_point,best_ensemble_ei,best_mu_model,best_mu_original_approx
week_09,1,18,2,"[0.195637, 0.809025]",0.06037649327369219,-0.08263932583886581,-6.833861831644744e-05
week_09,2,18,2,"[0.715435, 0.126974]",0.0013225626962257027,0.6572515726772165,0.6572515726772165
week_09,3,23,3,"[0.933576, 0.779608, 0.519056]",3.293107866229646e-06,-0.06107248997826356,-0.06107248997826356
week_09,4,38,4,"[0.395372, 0.425696, 0.466250, 0.424931]",0.06158270438867599,-0.4514835600662911,-0.4514835600662911
week_09,5,28,4,"[0.954677, 0.988812, 0.974221, 0.979218]",64.79193831223182,4800.500879874268,4800.500879874268
week_09,6,28,5,"[0.529951, 0.271096, 0.968251, 0.999180, 0.230707]",0.0034088486238929554,-0.6542651121342787,-0.6542651121342787
week_09,7,38,6,"[0.116768, 0.359170, 0.026645, 0.023215, 0.452430, 0.788706]",0.0006807344429462281,0.9315459158748217,0.9315459158748217
week_09,8,48,8,"[0.202353, 0.259142, 0.184536, 0.059211, 0.992147, 0.058607, 0.227034, 0.886559]",0.012153898113584053,9.836869184598253,9.836869184598253
