round_id,function_id,n_rows,dimension,weekly_submission_point,best_ensemble_ei,best_mu_model,best_mu_original_approx
week_04,1,14,2,"[0.755432, 0.026823]",0.0902705196633547,-0.09909410420781209,-9.217969363731158e-05
week_04,2,14,2,"[0.697223, 0.000381]",0.019086858781086798,0.6977292774567582,0.6977292774567582
week_04,3,19,3,"[0.924014, 0.581039, 0.388710]",0.006932532969714094,-0.030142031059825873,-0.030142031059825873
week_04,4,34,4,"[0.366928, 0.416653, 0.415053, 0.446805]",0.21882582585265284,-1.4619000213660183,-1.4619000213660183
week_04,5,24,4,"[0.032347, 0.982714, 0.999895, 0.699803]",41.23207027421997,2009.1738008515624,2009.1738008515624
week_04,6,24,5,"[0.501229, 0.248204, 0.881751, 0.993218, 0.177719]",0.033165927513303335,-0.5387417306876364,-0.5387417306876364
week_04,7,34,6,"[0.007939, 0.444409, 0.018918, 0.082361, 0.394380, 0.689989]",0.016265800540355504,1.0755075502955438,1.0755075502955438
week_04,8,44,8,"[0.009221, 0.022537, 0.209077, 0.246879, 0.516406, 0.875587, 0.012158, 0.988065]",0.05462367934023809,9.779515314188751,9.779515314188751
