x1,x2,x3,ensemble_ei,ensemble_mu_mean_model,ensemble_sigma_mean_model,ensemble_mu_std_model,ensemble_mu_mean_original_approx
0.5150507083162665,0.6071965424343944,0.4101620092988014,0.002949998459605843,-0.03400115210691887,0.023855187229857668,0.030957773870784498,-0.03400115210691887
0.4822289599105716,0.7241476597264409,0.4100862154737115,0.0038056058972320717,-0.03409381741406632,0.025744195018606177,0.02848984409773404,-0.03409381741406632
0.540849925018847,0.6049013026058674,0.40359639283269644,0.0040338687727144214,-0.03422224520241623,0.02707555103467854,0.03085396236154247,-0.03422224520241623
0.6119656795635819,0.7212395360693336,0.4083625702187419,0.0035346354213534816,-0.03451315734902989,0.025624367758364915,0.029086143484067264,-0.03451315734902989
0.5032798796892166,0.7269553486257792,0.41685445327311754,0.004180459619282095,-0.03451641681820274,0.02727800894866501,0.028221029513770243,-0.03451641681820274
0.5616073962301016,0.6143215000629425,0.407210991717875,0.0033219472844079672,-0.034550693139046414,0.02498838035648854,0.030922132908444592,-0.034550693139046414
0.39063739497214556,0.6043034354224801,0.41188780404627323,0.0033557048425423537,-0.03464003007645245,0.02551866008971468,0.03029801603888097,-0.03464003007645245
0.6072844536975026,0.5899109588935971,0.40765431616455317,0.0030963446703782573,-0.0347124808118195,0.02493083531628629,0.032228429921176506,-0.0347124808118195
0.48700603749603033,0.5889738416299224,0.40693775098770857,0.003743439674982542,-0.03473797756816179,0.026500111567554732,0.03160552834523436,-0.03473797756816179
0.5821333294734359,0.7227909043431282,0.4017336629331112,0.004486855682322386,-0.03476821470317781,0.028338067249231193,0.02831699345121391,-0.03476821470317781
0.4284624485298991,0.6058400329202414,0.40287863183766603,0.004426649022180744,-0.03477009412040817,0.028508526108494938,0.029913932207756667,-0.03477009412040817
0.3602359890937805,0.598990379832685,0.4086961792781949,0.0035942315309523444,-0.03478480063837812,0.026233325203006096,0.030565819532764237,-0.03478480063837812
0.6428438760340214,0.7315659979358315,0.4115501455962658,0.0033891784211640785,-0.03482953734188726,0.026021091090303167,0.02904930149449655,-0.03482953734188726
0.4067241884768009,0.6114305425435305,0.4074688432738185,0.003799340086493302,-0.03488532626970283,0.026368648373208136,0.029937343649651282,-0.03488532626970283
0.6236176397651434,0.6007634457200766,0.4188982602208853,0.003547572409859653,-0.03488631956841692,0.02640616024874387,0.031236679489240977,-0.03488631956841692
0.6547511322423816,0.602286197245121,0.41769028548151255,0.003545949315999906,-0.03498705101912706,0.026491873555133893,0.031304346106416976,-0.03498705101912706
0.4486715542152524,0.7218366805464029,0.401018051430583,0.004924489622668299,-0.035023502403342725,0.029862164920523595,0.02746010883445107,-0.035023502403342725
0.4707024581730366,0.5938907153904438,0.4191580154001713,0.004104161248940629,-0.035150427751592,0.027787780588911105,0.030784486303110037,-0.035150427751592
0.5250697359442711,0.6130347764119506,0.40009389631450176,0.004543290862730016,-0.0351583835683068,0.028790984388740237,0.02991127076095513,-0.0351583835683068
0.45707830879837275,0.5915074944496155,0.4003814421594143,0.00470551764984968,-0.0352856925743614,0.029693720947393552,0.03058692361213202,-0.0352856925743614
0.5274928398430347,0.584945559501648,0.4155351361259818,0.003380474860831555,-0.035315621793076214,0.025966064307582398,0.031882970451674125,-0.035315621793076214
0.7339323777705431,0.5960381152108312,0.4094435041770339,0.0033032682936800176,-0.035450379249270615,0.026124902410241627,0.03227029057195662,-0.035450379249270615
0.4545922698453069,0.618105879984796,0.41582363564521074,0.0037142218680200597,-0.035482020137619696,0.02657390796768707,0.030056587057716893,-0.035482020137619696
0.5860919430851936,0.5952199855819345,0.3962191278114915,0.00467945268514616,-0.035508268601467025,0.030139503117341624,0.030610719936535056,-0.035508268601467025
0.4025325942784548,0.73381257802248,0.41711254324764013,0.004481525671611896,-0.035525311759726744,0.029568293610493068,0.027562420386493876,-0.035525311759726744
0.6767283920198679,0.7301652785390615,0.4024838684126735,0.004645348288355966,-0.0355264763720258,0.029939532781608436,0.028510873124867955,-0.0355264763720258
0.5987919261679053,0.602849985472858,0.4228203371167183,0.004014285887216439,-0.035551659331192524,0.028270741641900462,0.03034608820338785,-0.035551659331192524
0.3343366365879774,0.5976044312119484,0.4021324757486582,0.00444290854673805,-0.03555924697870305,0.029215398473056257,0.029953564483340314,-0.03555924697870305
0.5652782917022705,0.7444792054593563,0.4129167441278696,0.0036101438297526513,-0.035594206958713556,0.027233963010186105,0.02926660002573878,-0.035594206958713556
0.5499448264017701,0.7350565129891038,0.42004986479878426,0.004455997713416623,-0.03560901730380884,0.029557778263766994,0.028070585420805386,-0.03560901730380884
0.6964954696595669,0.5986023191362619,0.4004400596022606,0.004555006174543439,-0.03562322000576903,0.029725725113318315,0.03138802126477222,-0.03562322000576903
0.5736316768452525,0.5886165965348482,0.3986587505787611,0.004558142719926183,-0.0356754039871368,0.02978479822630675,0.031129319484692365,-0.0356754039871368
0.577068074606359,0.6249802755191922,0.41409975197166204,0.0028954695608892056,-0.03569119546281091,0.02443337841039989,0.031259230923705146,-0.03569119546281091
